,SEASON,Player,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ast_pct,blk_pct,bpm,dbpm,drb_pct,dws,fg3a_per_fga_pct,fta_per_fga_pct,mp,obpm,orb_pct,ows,per,stl_pct,tov_pct,trb_pct,ts_pct,usg_pct,vorp,ws,ws_per_48
209,2022,Juwan Morgan,PF,24,BOS,9,0.0,1.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.1,0.2,0.5,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-6.9,-2.7,7.3,0.0,1.0,2.0,15.0,-4.3,15.6,0.0,4.1,0.0,0.0,11.3,0.266,5.6,0.0,0.0,0.05
210,2022,Ja Morant,PG,22,MEM,9,9.0,37.6,9.0,20.4,0.44,1.9,5.6,0.34,7.1,14.9,0.478,0.486,7.2,9.7,0.747,1.4,6.6,8.0,9.8,2.0,0.4,3.6,2.4,27.1,44.2,1.2,8.4,2.4,19.5,0.5,0.272,0.473,338.0,6.0,3.8,0.8,24.3,2.5,12.6,11.2,0.549,30.8,0.9,1.3,0.191
211,2022,Moses Moody,SG,19,GSW,13,0.0,8.1,1.2,2.2,0.536,0.5,1.0,0.538,0.6,1.2,0.533,0.661,0.3,0.5,0.667,0.2,0.5,0.6,0.3,0.2,0.2,0.2,0.3,3.2,5.3,2.9,1.7,0.4,6.2,0.1,0.464,0.214,105.0,1.4,2.2,0.2,14.0,1.4,8.9,4.3,0.669,14.1,0.1,0.3,0.119
212,2022,Greg Monroe,C,31,MIN,2,0.0,3.5,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.0,0.0,,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.5,2.0,30.3,0.0,3.5,5.9,15.1,0.0,0.0,0.0,7.0,-2.4,16.8,0.0,21.5,13.4,16.7,15.9,0.4,36.7,0.0,0.0,-0.033
213,2022,Donovan Mitchell,SG,25,UTA,6,6.0,38.2,8.8,22.2,0.398,1.7,8.0,0.208,7.2,14.2,0.506,0.436,6.2,7.0,0.881,1.0,3.3,4.3,5.7,0.7,0.5,2.7,2.3,25.5,29.8,1.6,2.8,-1.1,10.1,0.1,0.361,0.316,229.0,3.9,3.1,0.2,19.0,0.9,9.6,6.6,0.505,34.3,0.3,0.3,0.054
214,2022,Shake Milton,SG,25,PHI,12,0.0,13.2,1.5,3.2,0.474,0.7,1.3,0.533,0.8,1.9,0.435,0.579,1.3,1.7,0.8,0.3,1.3,1.6,0.9,0.5,0.3,0.4,1.1,5.0,10.9,1.8,3.7,2.3,11.1,0.2,0.395,0.526,158.0,1.5,3.3,0.4,15.4,2.0,9.7,7.4,0.641,15.4,0.2,0.5,0.153
215,2022,Paul Millsap,C,36,PHI,1,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,22.2,0.0,1.1,4.4,19.5,0.0,,,6.0,-3.3,0.0,0.0,5.0,0.0,,10.2,,0.0,0.0,0.0,0.111
216,2022,Patty Mills,SG,33,BRK,4,0.0,18.0,2.3,4.0,0.563,1.8,3.3,0.538,0.5,0.8,0.667,0.781,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.3,0.3,1.3,6.3,0.0,1.3,0.6,-1.7,7.3,-0.1,0.813,0.0,72.0,2.3,0.0,0.1,10.7,0.0,5.9,3.6,0.781,10.8,0.0,0.1,0.046
217,2021,Daniel Gafford,C,22,WAS,5,2.0,23.4,4.4,5.2,0.846,0.0,0.0,,4.4,5.2,0.846,0.846,3.0,4.8,0.625,2.8,3.0,5.8,0.6,1.0,2.0,0.6,3.4,11.8,3.9,6.9,6.1,1.9,14.5,0.1,0.0,0.923,117.0,4.2,12.5,0.5,25.1,2.0,7.6,13.5,0.807,14.1,0.2,0.6,0.244
218,2021,Danilo Gallinari,PF,32,ATL,18,0.0,24.6,4.1,9.7,0.425,1.9,4.7,0.405,2.2,5.0,0.444,0.523,2.7,2.9,0.942,0.4,3.4,3.9,0.8,0.3,0.2,0.8,2.6,12.8,4.9,0.6,0.7,-0.6,15.2,0.5,0.483,0.299,442.0,1.2,2.0,0.5,13.3,0.7,7.1,8.6,0.587,21.2,0.3,1.0,0.108
219,2021,Langston Galloway,SG,29,PHO,2,0.0,7.5,0.5,3.5,0.143,0.0,1.0,0.0,0.5,2.5,0.2,0.143,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,8.5,6.1,-14.6,-2.5,14.0,0.0,0.286,0.143,15.0,-12.2,0.0,-0.1,-7.1,0.0,0.0,7.4,0.134,22.6,0.0,-0.1,-0.318
220,2021,Marc Gasol,C,36,LAL,5,1.0,17.4,1.6,2.6,0.615,1.4,2.2,0.636,0.2,0.4,0.5,0.885,0.6,0.8,0.75,0.8,3.0,3.8,3.0,0.8,0.8,0.8,3.2,5.2,27.7,4.5,10.7,7.8,20.4,0.2,0.846,0.308,87.0,2.9,5.0,0.3,18.7,2.4,21.3,12.3,0.881,9.6,0.3,0.4,0.245
221,2021,Paul George,SF,30,LAC,19,19.0,40.8,8.7,19.7,0.441,2.7,8.0,0.336,6.0,11.7,0.514,0.509,6.8,8.1,0.844,0.9,8.7,9.6,5.4,1.0,0.5,3.5,3.1,26.9,21.8,1.3,2.5,0.0,24.4,0.8,0.406,0.412,776.0,2.5,2.6,1.1,20.0,1.3,13.2,13.6,0.578,30.5,0.9,1.9,0.116
222,2021,Taj Gibson,C,35,NYK,5,3.0,27.6,2.4,4.0,0.6,0.0,0.0,,2.4,4.0,0.6,0.6,0.2,0.2,1.0,3.2,3.8,7.0,0.8,1.6,1.0,0.6,2.6,5.0,4.6,3.5,2.1,3.6,15.5,0.3,0.0,0.05,138.0,-1.5,11.6,0.2,14.4,3.0,12.8,13.4,0.612,7.5,0.1,0.5,0.159
223,2021,Andre Drummond,C,27,LAL,5,5.0,21.0,3.8,6.4,0.594,0.0,0.0,,3.8,6.4,0.594,0.594,1.4,2.0,0.7,3.8,7.2,11.0,0.0,0.8,0.6,2.2,2.4,9.0,0.0,2.8,0.2,0.7,40.5,0.2,0.0,0.313,105.0,-0.5,19.6,0.0,19.2,1.9,23.2,29.6,0.618,20.1,0.1,0.2,0.112
224,2021,Harry Giles,C,22,POR,1,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-49.8,-16.6,28.2,0.0,0.0,0.0,4.0,-33.2,59.1,-0.1,-26.5,0.0,75.0,43.3,0.0,45.1,0.0,-0.1,-1.045
225,2021,Anthony Gill,PF,28,WAS,4,0.0,8.3,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.3,0.8,1.0,0.0,0.0,0.0,0.8,1.8,0.0,0.0,0.0,-17.1,-4.0,10.3,0.0,0.333,0.0,33.0,-13.1,3.2,-0.1,-8.8,0.0,50.0,6.6,0.0,7.6,-0.1,-0.1,-0.209
226,2021,Rudy Gobert,C,28,UTA,11,11.0,34.2,5.5,7.4,0.741,0.0,0.1,0.0,5.5,7.3,0.75,0.741,3.8,6.0,0.636,3.9,8.4,12.3,0.8,0.5,2.1,1.5,4.2,14.7,3.6,5.5,2.6,1.0,27.3,0.3,0.012,0.815,376.0,1.6,13.9,1.2,21.4,0.8,13.4,20.9,0.736,15.0,0.4,1.5,0.192
227,2021,Aaron Gordon,PF,25,DEN,10,10.0,29.9,4.3,9.9,0.434,0.9,2.3,0.391,3.4,7.6,0.447,0.48,1.6,2.5,0.64,2.1,3.3,5.4,2.0,0.5,0.3,1.4,2.3,11.1,9.4,0.9,-4.0,-1.8,13.5,0.0,0.232,0.253,299.0,-2.2,7.4,0.0,10.5,0.8,11.3,10.2,0.505,18.0,-0.2,0.0,-0.001
228,2021,Evan Fournier,SG,28,BOS,5,5.0,33.4,5.4,12.6,0.429,2.6,6.0,0.433,2.8,6.6,0.424,0.532,2.0,2.4,0.833,1.0,2.6,3.6,1.4,1.2,0.0,1.0,4.0,15.4,6.6,0.0,-2.3,-0.8,9.5,-0.1,0.476,0.19,167.0,-1.5,3.3,0.2,11.8,1.8,6.8,6.2,0.564,18.6,0.0,0.1,0.015
229,2021,Danny Green,SF,33,PHI,8,8.0,24.9,2.6,6.0,0.438,1.8,4.6,0.378,0.9,1.4,0.636,0.583,0.0,0.0,,1.1,1.5,2.6,2.6,1.1,1.0,0.6,1.6,7.0,13.5,3.3,3.5,2.0,6.4,0.3,0.771,0.0,199.0,1.4,5.1,0.3,13.0,2.2,9.4,5.8,0.583,11.5,0.3,0.6,0.143
230,2021,Enes Freedom,C,28,POR,5,0.0,11.2,0.8,1.6,0.5,0.0,0.0,,0.8,1.6,0.5,0.5,0.4,0.4,1.0,1.2,1.4,2.6,0.0,0.0,0.4,0.6,1.8,2.0,0.0,3.3,-8.3,-3.0,14.1,0.0,0.0,0.25,56.0,-5.3,12.7,0.0,6.4,0.0,25.3,13.4,0.563,9.6,-0.1,0.0,0.004
231,2021,Kris Dunn,PG,26,ATL,5,0.0,6.6,0.2,1.0,0.2,0.0,0.2,0.0,0.2,0.8,0.25,0.2,0.8,0.8,1.0,0.0,1.0,1.0,1.0,0.4,0.4,0.8,1.0,1.2,19.4,5.2,-1.8,4.9,16.4,0.1,0.2,0.8,33.0,-6.7,0.0,-0.1,6.2,3.0,37.2,8.3,0.444,14.4,0.0,0.0,-0.019
232,2021,Trent Forrest,PG,22,UTA,4,0.0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.9,-4.2,0.0,0.0,0.0,0.0,10.0,-2.7,0.0,0.0,7.9,0.0,0.0,0.0,0.5,17.7,0.0,0.0,-0.046
233,2021,Bryn Forbes,SG,27,MIL,20,0.0,13.7,2.3,5.6,0.411,1.7,4.5,0.371,0.7,1.2,0.565,0.558,0.3,0.4,0.75,0.1,1.3,1.4,0.3,0.1,0.1,0.4,0.8,6.6,3.1,0.7,-0.7,-0.6,10.4,0.3,0.795,0.071,273.0,-0.1,0.8,0.2,10.5,0.4,5.7,5.5,0.567,19.2,0.1,0.5,0.093
234,2021,Dorian Finney-Smith,PF,27,DAL,7,7.0,38.7,3.7,9.1,0.406,2.3,5.3,0.432,1.4,3.9,0.37,0.531,0.6,0.7,0.8,2.4,4.1,6.6,2.1,1.1,0.3,1.7,3.3,10.3,7.7,0.8,-0.9,0.0,13.1,0.1,0.578,0.078,271.0,-0.9,6.9,0.1,9.5,1.5,15.3,9.9,0.544,13.1,0.1,0.2,0.027
235,2021,Yogi Ferrell,PG,27,LAC,9,0.0,1.7,0.2,0.6,0.4,0.0,0.1,0.0,0.2,0.4,0.5,0.4,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.4,29.4,0.0,-2.2,0.0,22.8,0.0,0.2,0.0,15.0,-2.2,0.0,0.0,11.5,0.0,0.0,11.6,0.4,15.5,0.0,0.0,0.049
236,2021,Bruno Fernando,C,22,ATL,6,0.0,2.0,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.3,0.3,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,-1.7,0.0,0.0,0.0,0.667,12.0,5.7,9.2,0.1,20.2,0.0,0.0,4.5,0.773,14.3,0.0,0.1,0.248
237,2021,Derrick Favors,C,29,UTA,11,0.0,13.2,1.5,2.1,0.696,0.0,0.0,,1.5,2.1,0.696,0.696,0.5,0.8,0.556,1.7,2.5,4.2,0.3,0.2,0.9,0.5,2.3,3.4,2.9,6.2,-0.7,1.0,20.8,0.1,0.0,0.391,145.0,-1.8,15.9,0.3,14.7,0.7,18.2,18.4,0.686,10.1,0.0,0.4,0.125
238,2021,Tacko Fall,C,25,BOS,1,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.5,100.0,0.0,,,1.0,1.2,0.0,0.0,11.9,0.0,,57.8,,0.0,0.0,0.0,0.092
239,2021,CJ Elleby,SF,20,POR,2,0.0,4.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,14.8,0.0,-6.8,-2.3,28.2,0.0,0.0,0.0,8.0,-4.6,14.8,0.0,0.4,0.0,50.0,21.7,0.0,11.3,0.0,0.0,-0.177
240,2021,Carsen Edwards,SG,22,BOS,2,0.0,2.5,1.0,1.5,0.667,0.5,1.0,0.5,0.5,0.5,1.0,0.833,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,13.2,0.6,24.5,0.0,0.667,0.0,5.0,12.6,0.0,0.0,34.9,0.0,0.0,11.6,0.833,25.4,0.0,0.0,0.186
241,2021,Kevin Durant,PF,32,BRK,12,12.0,40.4,12.1,23.5,0.514,2.8,6.8,0.402,9.3,16.7,0.56,0.573,7.3,8.4,0.871,0.4,8.8,9.3,4.4,1.5,1.6,3.5,2.6,34.3,20.2,3.5,10.0,2.2,23.1,1.0,0.291,0.358,485.0,7.8,1.2,1.2,26.9,1.9,11.4,12.6,0.63,34.5,1.5,2.2,0.214
242,2021,Goran Dragic,PG,34,MIA,4,2.0,29.3,5.8,13.5,0.426,2.3,6.5,0.346,3.5,7.0,0.5,0.509,2.3,3.0,0.75,0.3,1.5,1.8,2.8,1.0,0.5,1.5,2.8,16.0,18.1,1.6,1.6,0.6,5.2,0.1,0.481,0.222,117.0,1.0,0.8,0.0,12.7,1.7,9.2,2.9,0.54,24.5,0.1,0.0,0.005
243,2021,Jared Dudley,PF,35,LAL,2,0.0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2,0.0,0.0,0.0,,,5.0,-5.2,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.022
244,2021,Jeff Green,C,34,BRK,6,1.0,24.7,2.7,5.5,0.485,1.7,3.0,0.556,1.0,2.5,0.4,0.636,1.2,1.3,0.875,0.7,2.2,2.8,1.7,0.5,0.3,0.5,2.3,8.2,9.2,1.2,2.6,1.1,9.3,0.2,0.545,0.242,148.0,1.5,3.1,0.3,12.3,1.0,7.6,6.3,0.671,12.1,0.2,0.5,0.156
245,2021,JaMychal Green,PF,30,DEN,10,0.0,19.0,2.0,4.5,0.444,0.6,2.0,0.3,1.4,2.5,0.56,0.511,0.8,0.9,0.889,1.7,3.5,5.2,1.1,0.2,0.2,0.3,1.2,5.4,7.7,1.0,-1.3,-1.2,22.5,0.0,0.444,0.2,190.0,-0.1,9.4,0.3,12.8,0.5,5.8,15.4,0.551,11.9,0.0,0.3,0.08
246,2021,Kyrie Irving,PG,28,BRK,9,9.0,36.1,8.6,18.1,0.472,2.7,7.2,0.369,5.9,10.9,0.541,0.546,2.9,3.1,0.929,1.3,4.4,5.8,3.4,1.0,0.6,1.2,2.1,22.7,15.8,1.4,3.5,-0.6,13.0,0.5,0.399,0.172,325.0,4.1,4.3,0.6,20.0,1.4,5.9,8.8,0.582,26.0,0.5,1.1,0.164
247,2021,Josh Green,SG,20,DAL,1,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8,-0.5,0.0,0.0,,,4.0,-6.2,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.029
248,2021,Dwight Howard,C,35,PHI,12,0.0,12.4,1.3,2.5,0.533,0.0,0.1,0.0,1.3,2.4,0.552,0.533,2.0,3.3,0.6,2.2,4.1,6.3,0.7,0.2,0.5,1.0,2.6,4.7,6.9,3.3,-2.5,0.2,34.9,0.3,0.033,1.333,149.0,-2.7,19.9,0.2,16.2,0.6,20.1,27.6,0.588,17.2,0.0,0.5,0.171
249,2021,Reggie Jackson,SG,30,LAC,19,17.0,32.7,6.4,13.3,0.484,3.1,7.5,0.408,3.4,5.8,0.582,0.599,1.9,2.2,0.878,0.4,2.8,3.2,3.4,0.9,0.2,1.5,2.6,17.8,16.9,0.5,2.9,0.3,9.7,0.4,0.563,0.163,622.0,2.6,1.3,1.3,17.3,1.5,9.4,5.6,0.626,22.3,0.8,1.7,0.129
250,2021,Donte DiVincenzo,SG,24,MIL,3,3.0,23.3,1.0,5.3,0.188,0.7,4.0,0.167,0.3,1.3,0.25,0.25,0.0,0.0,,0.7,5.7,6.3,2.7,1.0,0.3,2.0,1.3,2.7,13.8,1.3,-4.5,2.2,26.6,0.1,0.75,0.0,70.0,-6.7,3.0,-0.2,2.3,2.1,27.3,14.6,0.25,13.5,0.0,-0.1,-0.064
251,2021,Justin Jackson,SF,25,MIL,5,0.0,3.0,0.6,1.0,0.6,0.0,0.4,0.0,0.6,0.6,1.0,0.6,0.0,0.0,,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.0,1.2,10.0,0.0,4.1,2.9,7.3,0.0,0.4,0.0,15.0,1.2,7.0,0.0,15.8,3.3,16.7,7.1,0.6,17.1,0.0,0.0,0.112
252,2021,Jaren Jackson Jr.,C,21,MEM,5,5.0,27.4,4.6,10.8,0.426,1.6,5.6,0.286,3.0,5.2,0.577,0.5,2.8,3.2,0.875,1.8,3.8,5.6,1.0,1.0,1.2,0.8,4.2,13.6,4.8,4.7,-0.4,-0.4,16.7,0.0,0.519,0.296,137.0,-0.1,6.7,0.2,15.9,1.8,6.2,11.3,0.557,20.0,0.1,0.2,0.076
253,2021,Joe Ingles,SF,33,UTA,11,6.0,27.8,3.5,7.2,0.494,2.2,5.3,0.414,1.4,1.9,0.714,0.646,0.9,1.2,0.769,0.1,3.0,3.1,3.5,0.6,0.0,0.8,1.7,10.2,17.7,0.0,2.2,0.2,12.0,0.0,0.734,0.165,306.0,2.1,0.4,0.8,13.8,1.1,9.6,6.5,0.661,13.6,0.3,0.7,0.115
254,2021,Ersan Ilyasova,PF,33,UTA,1,0.0,3.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.2,-2.4,0.0,0.0,0.5,1.0,3.0,9.5,0.0,0.0,41.9,0.0,0.0,0.0,0.694,42.5,0.0,0.0,0.419
255,2021,Andre Iguodala,SF,37,MIA,4,0.0,17.8,1.5,2.8,0.545,0.8,1.8,0.429,0.8,1.0,0.75,0.682,0.0,0.0,,0.8,2.3,3.0,1.3,1.0,0.5,1.3,2.0,3.8,11.2,2.6,0.6,3.3,12.9,0.1,0.636,0.0,71.0,-2.7,3.9,0.0,9.5,2.7,31.3,8.2,0.682,9.9,0.0,0.1,0.043
256,2021,Serge Ibaka,C,31,LAC,2,0.0,9.0,1.5,3.0,0.5,0.0,1.0,0.0,1.5,2.0,0.75,0.5,2.0,2.0,1.0,0.5,1.5,2.0,1.0,0.5,1.5,0.5,0.5,5.0,17.1,16.2,12.0,7.0,19.0,0.0,0.333,0.667,18.0,5.0,6.5,0.1,30.7,2.9,11.4,12.9,0.644,22.7,0.1,0.1,0.285
257,2021,Chandler Hutchison,SF,24,WAS,2,0.0,9.0,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,1.0,1.0,1.0,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.5,3.0,7.6,0.0,-3.9,-0.2,18.9,0.0,0.0,0.4,18.0,-3.7,0.0,0.0,6.3,0.0,14.5,9.1,0.51,16.0,0.0,0.0,-0.04
258,2021,De'Andre Hunter,SF,23,ATL,5,5.0,30.4,3.6,9.0,0.4,1.2,3.2,0.375,2.4,5.8,0.414,0.467,2.4,3.2,0.75,0.4,3.6,4.0,0.6,0.2,0.6,1.4,2.2,10.8,2.8,1.7,-3.2,-0.7,12.8,0.2,0.356,0.356,152.0,-2.5,1.4,-0.1,7.1,0.3,11.9,7.2,0.519,17.2,0.0,0.0,0.012
259,2021,Kevin Huerter,SG,22,ATL,18,10.0,31.0,4.3,10.0,0.428,1.8,5.3,0.347,2.4,4.7,0.518,0.519,0.7,0.9,0.706,0.6,3.2,3.8,2.8,0.8,0.9,1.1,2.7,11.1,13.6,2.5,1.2,1.3,11.2,0.7,0.528,0.094,558.0,-0.2,2.2,0.2,11.2,1.2,9.2,6.7,0.531,16.4,0.4,0.9,0.076
260,2021,Markus Howard,SG,21,DEN,9,0.0,12.4,1.7,4.1,0.405,1.2,2.9,0.423,0.4,1.2,0.364,0.554,0.1,0.2,0.5,0.1,0.7,0.8,0.4,0.0,0.1,0.0,1.1,4.7,4.9,0.8,-2.9,-1.9,6.5,-0.1,0.703,0.054,112.0,-1.1,0.9,0.1,8.3,0.0,0.0,3.5,0.554,14.7,0.0,0.1,0.023
261,2021,Talen Horton-Tucker,SG,20,LAL,4,0.0,12.0,2.8,6.0,0.458,0.3,1.3,0.2,2.5,4.8,0.526,0.479,0.8,1.3,0.6,0.5,3.0,3.5,0.5,0.3,0.0,0.8,0.8,6.5,8.6,0.0,-1.9,0.2,29.5,0.1,0.208,0.208,48.0,-2.1,4.5,-0.1,12.9,1.1,10.3,16.5,0.496,27.1,0.0,0.0,-0.002
262,2021,Blake Griffin,PF,31,BRK,12,12.0,26.5,3.5,6.6,0.532,1.2,3.0,0.389,2.3,3.6,0.651,0.62,0.8,1.2,0.714,1.3,4.7,5.9,1.8,0.8,0.5,0.4,3.3,9.0,9.3,1.7,2.4,1.6,18.6,0.5,0.456,0.177,318.0,0.9,5.4,0.7,14.6,1.6,5.5,12.3,0.634,12.9,0.4,1.2,0.181
263,2021,Rondae Hollis-Jefferson,PF,26,POR,5,0.0,7.2,0.8,1.0,0.8,0.0,0.0,,0.8,1.0,0.8,0.8,0.4,0.6,0.667,0.6,1.0,1.6,0.0,0.2,0.2,0.0,1.0,2.0,0.0,2.6,-0.2,-0.3,15.7,0.0,0.0,0.6,36.0,0.1,9.9,0.1,15.1,1.4,0.0,12.8,0.791,7.9,0.0,0.1,0.159
264,2021,Jrue Holiday,PG,30,MIL,23,23.0,39.7,6.9,16.9,0.406,1.9,6.2,0.303,5.0,10.7,0.466,0.461,1.7,2.4,0.714,1.4,4.3,5.7,8.7,1.7,0.4,2.4,2.1,17.3,31.4,1.0,2.4,1.2,12.0,1.6,0.365,0.144,912.0,1.2,3.7,0.5,15.2,2.1,11.9,7.8,0.482,22.1,1.0,2.1,0.111
265,2021,Solomon Hill,PF,29,ATL,14,3.0,10.4,0.4,1.7,0.25,0.2,1.3,0.167,0.2,0.4,0.5,0.313,0.1,0.3,0.5,0.2,1.1,1.4,0.2,0.1,0.1,0.1,1.3,1.2,2.7,0.6,-5.9,-0.4,11.9,0.1,0.75,0.167,145.0,-5.5,2.3,-0.2,1.1,0.7,3.7,7.1,0.33,8.2,-0.1,0.0,-0.006
266,2021,George Hill,PG,34,PHI,12,0.0,17.1,1.6,3.6,0.442,0.7,1.6,0.421,0.9,2.0,0.458,0.535,0.8,1.1,0.769,0.4,0.9,1.3,1.5,0.7,0.3,0.8,1.5,4.7,11.1,1.2,-1.1,1.6,5.7,0.3,0.442,0.302,205.0,-2.7,2.8,0.1,8.8,1.9,17.0,4.3,0.575,12.3,0.0,0.4,0.083
267,2021,Tyler Herro,SG,21,MIA,4,0.0,23.3,3.0,9.5,0.316,1.5,4.8,0.316,1.5,4.8,0.316,0.395,1.8,1.8,1.0,0.3,3.0,3.3,1.8,0.3,0.3,0.8,0.5,9.3,12.8,1.0,-2.2,-1.3,13.1,0.0,0.5,0.184,93.0,-0.8,1.0,-0.1,7.9,0.5,6.8,6.8,0.45,20.8,0.0,-0.1,-0.05
268,2021,Shaquille Harrison,SG,27,DEN,9,0.0,4.4,0.3,0.4,0.75,0.1,0.1,1.0,0.2,0.3,0.667,0.875,0.2,0.3,0.667,0.0,0.9,0.9,0.3,0.3,0.3,0.6,0.3,1.0,9.6,7.1,2.6,6.3,24.4,0.1,0.25,0.75,40.0,-3.6,0.0,0.0,11.6,3.7,48.4,11.3,0.846,11.2,0.0,0.0,0.009
269,2021,Tobias Harris,PF,28,PHI,12,12.0,36.5,8.8,17.9,0.488,1.3,3.6,0.372,7.4,14.3,0.517,0.526,2.9,3.3,0.875,0.8,7.7,8.5,3.5,1.0,0.4,1.5,2.4,21.8,14.9,0.9,2.3,0.7,22.3,0.7,0.2,0.186,438.0,1.6,2.6,0.5,17.8,1.3,7.2,12.8,0.561,24.6,0.5,1.2,0.135
270,2021,Joe Harris,SF,29,BRK,12,12.0,36.2,4.1,10.3,0.398,2.8,6.8,0.402,1.3,3.4,0.39,0.533,0.3,0.3,0.75,0.4,3.2,3.6,1.6,0.3,0.2,0.8,2.8,11.2,6.0,0.4,-3.2,-1.7,9.3,0.4,0.667,0.033,434.0,-1.5,1.3,0.0,7.1,0.5,6.7,5.5,0.537,14.0,-0.1,0.5,0.053
271,2021,Montrezl Harrell,C,27,LAL,4,0.0,9.8,2.0,3.5,0.571,0.0,0.0,,2.0,3.5,0.571,0.571,1.8,2.3,0.778,1.3,1.3,2.5,0.0,0.5,0.0,0.5,0.8,5.8,0.0,0.0,4.1,0.4,15.1,0.1,0.0,0.643,39.0,3.7,13.9,0.1,22.5,2.6,10.0,14.5,0.64,22.8,0.1,0.2,0.193
272,2021,James Harden,PG,31,BRK,9,9.0,35.8,5.7,12.0,0.472,2.7,7.3,0.364,3.0,4.7,0.643,0.583,6.2,6.9,0.903,0.8,5.6,6.3,8.6,1.7,0.7,2.9,2.6,20.2,35.1,1.7,9.1,2.0,16.4,0.6,0.611,0.574,322.0,7.0,2.5,1.2,23.9,2.3,16.1,9.8,0.673,22.7,0.9,1.8,0.263
273,2021,Tim Hardaway Jr.,SG,28,DAL,7,7.0,37.4,6.0,14.4,0.416,3.3,8.1,0.404,2.7,6.3,0.432,0.53,1.7,2.3,0.75,0.7,2.6,3.3,1.4,0.4,0.0,0.9,2.4,17.0,5.8,0.0,-1.9,-2.3,8.4,-0.1,0.564,0.158,262.0,0.3,2.1,0.2,11.1,0.6,5.3,5.1,0.551,19.7,0.0,0.2,0.028
274,2021,Rui Hachimura,PF,22,WAS,5,5.0,34.6,5.8,9.4,0.617,1.8,3.0,0.6,4.0,6.4,0.625,0.713,1.4,2.4,0.583,1.0,6.2,7.2,1.0,0.4,0.2,1.0,3.6,14.8,4.3,0.5,0.8,-0.2,20.3,0.0,0.319,0.255,173.0,1.0,3.0,0.3,13.7,0.5,8.7,11.3,0.708,13.8,0.1,0.3,0.095
275,2021,Luka Doncic,PG,21,DAL,7,7.0,40.1,13.7,28.0,0.49,4.4,10.9,0.408,9.3,17.1,0.542,0.569,3.9,7.3,0.529,0.6,7.3,7.9,10.3,1.3,0.4,4.6,2.4,35.7,54.1,1.2,11.8,1.8,22.3,0.1,0.388,0.26,281.0,10.0,1.6,0.6,27.5,1.7,12.8,11.4,0.572,40.4,1.0,0.7,0.127
